PD,0.99,30,"[0.14, 0.43, 0.32, 0.1]",random,"('AC', 'AD', 'TFT', 'nTFT')",['TFT'],7
BS,0.95,30,"[0.19, 0.1, 0.41, 0.3]",random,"('AC', 'AD', 'TFT', 'nTFT')","['AC', 'AD', 'TFT']",19
SH,0.95,30,"[0.27, 0.21, 0.22, 0.29]",random,"('AC', 'AD', 'TFT', 'nTFT')","['AC', 'TFT']",3
PD,0.95,30,"[0.03, 0.23, 0.25, 0.49]",random,"('AC', 'AD', 'TFT', 'nTFT')",['TFT'],10
BS,0.99,30,"[0.17, 0.34, 0.22, 0.27]",random,"('AC', 'AD', 'TFT', 'nTFT')","['AC', 'AD', 'TFT']",19
SH,0.99,30,"[0.21, 0.13, 0.36, 0.3]",random,"('AC', 'AD', 'TFT', 'nTFT')","['AC', 'TFT']",2
PD,0.99,30,"[0.26, 0.19, 0.52, 0.03]",random,"('AC', 'AD', 'TFT', 'nTFT')","['AC', 'TFT']",11
BS,0.95,30,"[0.23, 0.34, 0.07, 0.36]",random,"('AC', 'AD', 'TFT', 'nTFT')","['AC', 'AD', 'TFT']",19
SH,0.95,30,"[0.38, 0.29, 0.28, 0.05]",random,"('AC', 'AD', 'TFT', 'nTFT')","['AC', 'TFT']",2
PD,0.95,30,"[0.35, 0.2, 0.15, 0.3]",random,"('AC', 'AD', 'TFT', 'nTFT')",['AD'],3
BS,0.99,30,"[0.7, 0.13, 0.08, 0.1]",random,"('AC', 'AD', 'TFT', 'nTFT')","['AC', 'AD', 'TFT']",19
SH,0.99,30,"[0.29, 0.04, 0.53, 0.14]",random,"('AC', 'AD', 'TFT', 'nTFT')","['AC', 'TFT']",1
PD,0.99,30,"[0.28, 0.22, 0.27, 0.24]",random,"('AC', 'AD', 'TFT', 'nTFT')",['TFT'],14
BS,0.95,30,"[0.61, 0.12, 0.26, 0.01]",random,"('AC', 'AD', 'TFT', 'nTFT')","['AC', 'AD', 'TFT']",19
SH,0.95,30,"[0.17, 0.07, 0.7, 0.06]",random,"('AC', 'AD', 'TFT', 'nTFT')","['AC', 'TFT']",1
PD,0.95,30,"[0.34, 0.13, 0.34, 0.19]",random,"('AC', 'AD', 'TFT', 'nTFT')",['TFT'],15
BS,0.99,30,"[0.37, 0.33, 0.2, 0.09]",random,"('AC', 'AD', 'TFT', 'nTFT')","['AC', 'AD', 'TFT']",19
SH,0.99,30,"[0.31, 0.36, 0.24, 0.09]",random,"('AC', 'AD', 'TFT', 'nTFT')","['AC', 'TFT']",2
PD,0.99,30,"[0.43, 0.17, 0.26, 0.14]",random,"('AC', 'AD', 'TFT', 'nTFT')",['AD'],3
BS,0.95,30,"[0.03, 0.46, 0.08, 0.43]",random,"('AC', 'AD', 'TFT', 'nTFT')","['AC', 'AD', 'TFT']",19
SH,0.95,30,"[0.41, 0.17, 0.23, 0.19]",random,"('AC', 'AD', 'TFT', 'nTFT')","['AC', 'TFT']",2
PD,0.95,30,"[0.3, 0.25, 0.13, 0.33]",random,"('AC', 'AD', 'TFT', 'nTFT')",['AD'],3
BS,0.99,30,"[0.32, 0.22, 0.29, 0.17]",random,"('AC', 'AD', 'TFT', 'nTFT')","['AC', 'AD', 'TFT']",19
SH,0.99,30,"[0.29, 0.23, 0.45, 0.03]",random,"('AC', 'AD', 'TFT', 'nTFT')","['AC', 'TFT']",1
PD,0.99,30,"[0.04, 0.7, 0.16, 0.09]",random,"('AC', 'AD', 'TFT', 'nTFT')",['TFT'],8
BS,0.95,30,"[0.23, 0.2, 0.11, 0.47]",random,"('AC', 'AD', 'TFT', 'nTFT')","['AC', 'AD', 'TFT']",19
SH,0.95,30,"[0.19, 0.29, 0.32, 0.2]",random,"('AC', 'AD', 'TFT', 'nTFT')","['AC', 'TFT']",2
PD,0.95,30,"[0.15, 0.21, 0.45, 0.18]",random,"('AC', 'AD', 'TFT', 'nTFT')",['TFT'],7
BS,0.99,30,"[0.24, 0.26, 0.17, 0.33]",random,"('AC', 'AD', 'TFT', 'nTFT')","['AC', 'AD', 'TFT']",19
SH,0.99,30,"[0.03, 0.15, 0.55, 0.27]",random,"('AC', 'AD', 'TFT', 'nTFT')","['AC', 'TFT']",2
PD,0.99,30,"[0.34, 0.0, 0.23, 0.43]",random,"('AC', 'AD', 'TFT', 'nTFT')",['TFT'],17
BS,0.95,30,"[0.21, 0.35, 0.15, 0.29]",random,"('AC', 'AD', 'TFT', 'nTFT')","['AC', 'AD', 'TFT']",19
SH,0.95,30,"[0.01, 0.09, 0.47, 0.43]",random,"('AC', 'AD', 'TFT', 'nTFT')","['AC', 'TFT']",3
PD,0.95,30,"[0.55, 0.12, 0.2, 0.13]",random,"('AC', 'AD', 'TFT', 'nTFT')",['TFT'],17
BS,0.99,30,"[0.31, 0.25, 0.37, 0.07]",random,"('AC', 'AD', 'TFT', 'nTFT')","['AC', 'AD', 'TFT']",19
SH,0.99,30,"[0.1, 0.13, 0.03, 0.74]",random,"('AC', 'AD', 'TFT', 'nTFT')","['TFT', 'nTFT']",19
PD,0.99,30,"[0.26, 0.18, 0.28, 0.28]",random,"('AC', 'AD', 'TFT', 'nTFT')",['AD'],3
BS,0.95,30,"[0.4, 0.05, 0.46, 0.09]",random,"('AC', 'AD', 'TFT', 'nTFT')","['AC', 'AD', 'TFT']",19
SH,0.95,30,"[0.4, 0.17, 0.28, 0.16]",random,"('AC', 'AD', 'TFT', 'nTFT')","['AC', 'TFT']",2
PD,0.95,30,"[0.44, 0.33, 0.19, 0.03]",random,"('AC', 'AD', 'TFT', 'nTFT')",['TFT'],15
BS,0.99,30,"[0.15, 0.17, 0.1, 0.58]",random,"('AC', 'AD', 'TFT', 'nTFT')","['AC', 'AD', 'TFT']",19
SH,0.99,30,"[0.28, 0.26, 0.17, 0.29]",random,"('AC', 'AD', 'TFT', 'nTFT')","['AC', 'TFT']",4
PD,0.99,30,"[0.41, 0.15, 0.14, 0.3]",random,"('AC', 'AD', 'TFT', 'nTFT')",['AD'],4
BS,0.95,30,"[0.16, 0.5, 0.07, 0.27]",random,"('AC', 'AD', 'TFT', 'nTFT')","['AC', 'AD', 'TFT']",19
SH,0.95,30,"[0.15, 0.17, 0.33, 0.35]",random,"('AC', 'AD', 'TFT', 'nTFT')","['AC', 'TFT']",3
PD,0.95,30,"[0.31, 0.18, 0.34, 0.18]",random,"('AC', 'AD', 'TFT', 'nTFT')",['TFT'],17
BS,0.99,30,"[0.16, 0.43, 0.12, 0.29]",random,"('AC', 'AD', 'TFT', 'nTFT')","['AC', 'AD', 'TFT']",19
SH,0.99,30,"[0.13, 0.28, 0.5, 0.08]",random,"('AC', 'AD', 'TFT', 'nTFT')","['AC', 'TFT']",2
PD,0.99,30,"[0.27, 0.34, 0.1, 0.28]",random,"('AC', 'AD', 'TFT', 'nTFT')",['AD'],3
BS,0.95,30,"[0.04, 0.32, 0.33, 0.32]",random,"('AC', 'AD', 'TFT', 'nTFT')","['AC', 'AD', 'TFT']",19
